Chr	Start	End	Strand	Length	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
evm.TU.utg125.37	utg125;utg125;utg125;utg125	321208;322663;323086;323317	321261;322966;323168;323523	-;-;-;-	648	0	1	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
evm.TU.utg125.38	utg125	323706	324184	+	479	1	2	5	0	0	1	0	2	0	0	0	3	0	1	0	8	2	2	2	1	2	2	0	1	4	1	0	3
evm.TU.utg125.39	utg125;utg125	326955;327253	327175;328678	-;-	1647	0	16	6	12	4	2	4	0	4	8	4	4	4	0	4	9	2	4	2	9	4	2	10	4	8	0	2	6
evm.TU.utg125.40	utg125;utg125;utg125	328855;329624;330534	329428;330356;330732	-;-;-	1506	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	2	0	0	2	0	0	2	0	0
evm.TU.utg125.41	utg125;utg125	338143;338929	338229;339423	+;+	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
tRNAscan-SE.tRNA.utg125.Ser(AGA).6	utg125	343017	343088	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
evm.TU.utg125.45	utg125;utg125	343112;344084	343362;344639	-;-	807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
evm.TU.utg125.46	utg125;utg125	383115;383227	383135;383736	-;-	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.47	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	401802;403840;404341;404586;404851;405851;406469;407384	402835;404025;404491;404759;405039;406218;406532;407572	-;-;-;-;-;-;-;-	2355	16	14	38	26	31	0	21	19	6	20	8	20	14	9	8	18	21	24	19	33	0	10	18	0	34	33	19	18
evm.TU.utg125.48	utg125	409678	410322	-	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.49	utg125	429236	431988	-	2753	291	323	423	401	473	250	235	531	303	326	581	484	251	353	357	623	401	633	461	697	344	238	196	338	478	498	235	344
evm.TU.utg125.50	utg125	433075	433824	-	750	4	8	16	6	10	0	4	10	3	2	4	25	0	3	1	12	16	15	6	6	0	10	12	0	25	4	1	5
evm.TU.utg125.51	utg125	436488	437057	+	570	0	0	0	12	0	0	0	2	0	0	0	0	0	0	1	0	0	0	4	2	0	3	0	0	2	0	0	3
evm.TU.utg125.52	utg125	437710	438450	-	741	3	0	6	2	2	0	0	2	2	0	2	0	0	0	0	0	0	6	2	6	0	2	12	0	0	4	0	2
evm.TU.utg125.53	utg125	439187	439561	-	375	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
evm.TU.utg125.54	utg125	452879	453241	-	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.55	utg125;utg125;utg125	466819;467882;468195	467566;468069;468735	-;-;-	1477	102	154	207	159	210	25	131	243	89	103	259	4	86	206	95	2	176	314	149	218	147	93	148	42	228	251	105	108
evm.TU.utg125.56	utg125	469240	470082	-	843	0	7	9	5	2	0	2	2	4	6	5	4	5	1	2	1	3	11	5	5	0	0	1	1	1	0	0	1
evm.TU.utg125.57	utg125	479833	480237	-	405	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.58	utg125	480915	481190	+	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.60	utg125	489919	490155	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.61	utg125	496248	496556	+	309	0	1	3	0	1	0	0	0	0	0	0	3	0	2	0	7	2	4	0	1	0	0	0	1	0	3	2	1
evm.TU.utg125.62	utg125;utg125;utg125;utg125	496437;498360;504468;505529	497680;498531;504689;506656	-;-;-;-	2766	0	10	4	10	2	10	13	8	4	10	0	2	4	8	4	2	8	70	6	4	3	18	10	2	4	11	2	0
evm.TU.utg125.63	utg125;utg125;utg125;utg125;utg125;utg125	508407;513432;514356;517446;518240;518974	509414;513720;514572;517662;518416;519258	+;+;+;+;+;+	2193	2	13	18	16	16	24	36	5	10	16	12	2	18	3	6	4	12	180	9	10	12	12	6	15	32	16	13	11
tRNAscan-SE.tRNA.utg125.Cys(ACA).2	utg125	511228	511302	-	75	5	6	12	17	9	10	10	4	5	3	38	9	9	11	15	15	4	16	18	13	14	8	1	8	15	17	13	7
tRNAscan-SE.tRNA.utg125.Cys(ACA).3	utg125	511487	511561	-	75	6	6	12	11	14	7	6	8	6	4	16	18	15	10	7	26	7	27	13	21	16	11	4	11	21	14	7	21
tRNAscan-SE.tRNA.utg125.Cys(ACA).4	utg125	511746	511820	-	75	4	7	7	7	15	6	15	5	6	4	30	7	9	8	6	20	6	18	24	18	16	9	9	16	37	23	6	14
tRNAscan-SE.tRNA.utg125.Cys(ACA).5	utg125	512005	512079	-	75	4	0	3	5	4	4	9	7	0	0	1	1	2	3	2	6	9	12	4	12	0	3	0	6	10	14	4	14
tRNAscan-SE.tRNA.utg125.Cys(ACA).6	utg125	512272	512346	+	75	14	12	20	16	12	6	8	6	8	3	56	6	15	5	16	7	2	19	19	24	30	8	8	11	26	16	6	11
tRNAscan-SE.tRNA.utg125.Cys(ACA).7	utg125	512531	512605	+	75	7	15	12	10	7	7	7	13	9	6	74	13	16	3	13	17	9	16	25	27	39	8	8	9	42	16	7	19
tRNAscan-SE.tRNA.utg125.Cys(ACA).8	utg125	512790	512864	+	75	1	5	6	7	4	6	1	5	7	3	14	3	7	3	4	6	8	8	5	6	4	4	0	8	9	5	6	4
tRNAscan-SE.tRNA.utg125.Cys(ACA).9	utg125	513049	513123	+	75	6	9	5	22	21	8	11	7	12	6	93	11	10	7	15	15	11	14	12	26	41	6	5	15	34	28	10	18
evm.TU.utg125.64	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	519462;520599;521456;522872;523358;524234;526248;528059;529923;530294;530544;531055;531867;532635;534496;534974;535346;536070;537786;537992;538290;538951;539196;539763;540077;540324;540853;541116;541558;543306;543874;544269;544481;546634	519806;520695;521681;523030;523701;524276;526434;528178;529997;530368;530704;531151;531969;532711;534591;535049;535431;536162;537867;538072;538406;539048;539288;539833;540238;540480;540955;541233;541652;543416;543945;544385;544526;546965	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4315	532	719	772	601	1245	348	421	1096	789	531	1419	617	427	445	523	814	840	1869	552	1575	742	554	371	834	1123	935	567	679
tRNAscan-SE.tRNA.utg125.Cys(ACA).10	utg125	542117	542191	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg125.Cys(ACA).11	utg125	542819	542893	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.65	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	547062;547067;547067;551448;551448;551448;556333;556333;556333;557654;557654;557654;558202;558202;558796;558796;564374;564374;565528;565528;565745;565745;566059;566724;567443	548259;548259;548259;551566;551566;551566;556462;556462;556462;557736;557736;558119;558319;558319;558902;558902;564573;564573;565599;565599;565873;566023;566168;566827;568546	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4007	677	787	1144	1072	1081	596	601	706	507	640	1174	765	434	521	575	812	676	1399	808	1199	655	508	362	798	1327	1240	617	687
tRNAscan-SE.tRNA.utg125.Ser(AGA).7	utg125	550374	550445	-	72	0	0	2	3	2	0	0	3	0	2	0	0	1	2	2	0	0	2	0	3	6	1	0	4	2	0	2	0
tRNAscan-SE.tRNA.utg125.Ser(AGA).8	utg125	550791	550862	+	72	0	3	0	8	3	6	1	1	0	2	1	4	2	2	3	4	1	7	0	10	3	0	1	2	4	2	0	1
evm.TU.utg125.66	utg125;utg125	569047;570016	569661;570350	+;+	950	9	11	10	4	15	51	2	5	2	2	17	45	10	2	5	56	3	21	1	11	2	0	4	36	15	16	8	4
evm.TU.utg125.69	utg125;utg125;utg125;utg125;utg125;utg125;utg125	572356;573007;575253;575426;577719;578099;578710	572562;573521;575298;575754;577738;578220;578836	+;+;+;+;+;+;+	1366	434	424	672	746	601	510	365	549	515	488	756	505	320	370	451	616	489	1188	993	1246	470	453	342	685	763	823	381	410
tRNAscan-SE.tRNA.utg125.Pseudo(AGA).2	utg125	574762	574834	-	73	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	1	0	0
utg125.equina_smart_1768321.path1	utg125;utg125	576854;577040	576980;577065	-;-	153	2	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2	0	4	0	0	2	0	0	2	0	2
evm.TU.utg125.70	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	581656;581865;585656;586749;587826;590160;592865;593229;593338;593826;594437;594763;599198;607909;608186	581692;581906;585777;586848;587927;590190;592910;593264;593431;593863;594516;594836;599276;608030;608249	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1067	291	288	555	635	408	382	322	509	348	365	609	284	391	262	276	437	452	906	536	566	384	251	204	459	523	552	296	348
evm.TU.utg125.71	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	610204;612482;615786;616908;617070;617619;618655;618824;619544;620683;621877;622340;627349;627668;628901;629183;629449;630633;631136;632413;632939;633365;634305;634874;636164;637302;638051;639318;642672;652980;655932;656877;658420;658785;660664;666098;668281;669868;670854;673532;679226;684933;690459;694442;696965;702326	610701;614528;615917;616984;617153;617705;618744;618967;619665;620770;621953;622487;627499;627765;629005;629240;629717;630734;631264;632511;633099;633538;634549;635092;636270;637385;638131;639470;642758;653071;656034;657038;658627;658966;661098;666391;668454;669942;671234;673627;679281;685059;690524;694610;697128;702509	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8884	2546	2258	4043	4095	4422	996	3161	5618	3622	1917	2387	2118	2737	1427	2122	1907	4901	5812	2377	4638	1540	2087	2695	2104	6112	4090	2454	3287
tRNAscan-SE.tRNA.utg125.Ser(AGA).9	utg125	610956	611027	+	72	0	0	0	0	2	0	1	3	0	1	4	2	2	1	0	4	2	1	2	2	0	0	3	2	1	1	2	0
tRNAscan-SE.tRNA.utg125.Cys(ACA).12	utg125	679841	679915	-	75	5	8	3	14	12	8	4	7	10	8	39	11	12	5	5	17	3	18	13	32	49	4	4	18	35	13	9	10
tRNAscan-SE.tRNA.utg125.Cys(ACA).13	utg125	680097	680171	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg125.Cys(ACA).14	utg125	680202	680276	+	75	0	0	1	0	3	0	0	5	0	0	2	1	0	0	2	18	0	4	4	9	5	1	0	0	5	4	6	3
utg125.equina_smart_1766710.path12	utg125;utg125	681390;681884	681483;682074	+;+	285	0	1	0	4	4	0	2	2	3	0	0	0	2	0	0	0	0	0	3	2	1	0	4	0	6	6	0	4
utg125.equina_smart_1662785.path9	utg125;utg125	692748;718025	692889;718086	-;-	204	0	0	6	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	2	0	1	2
tRNAscan-SE.tRNA.utg125.Pseudo(GGC).3	utg125	695431	695502	-	72	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg125.Ala(GGC).6	utg125	695621	695693	+	73	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.72	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	704268;707765;708369;710430;711180;711626;714299;724379;724583;724921	705023;708105;708521;710563;711516;711678;714424;724485;724736;724962	-;-;-;-;-;-;-;-;-;-	2203	918	1181	2252	1279	2352	692	1077	1637	1685	1207	2498	2339	810	914	1263	2413	2045	3605	1558	3225	1556	945	772	1474	2012	1708	782	1071
tRNAscan-SE.tRNA.utg125.Ala(GGC).7	utg125	726623	726695	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
evm.TU.utg125.73	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	729197;730966;735754;737502;737756;741144;741180;741180;743027;743027;743027;749951;749951;749951	730092;731053;735862;737918;737918;741239;741239;741239;743243;743243;743243;750237;750237;750227	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2110	1101	1084	2116	2360	1336	1481	1243	1426	947	1253	1468	1406	774	806	906	1431	1272	3452	2390	2340	880	962	670	1977	2247	2008	1079	938
tRNAscan-SE.tRNA.utg125.Ser(AGA).10	utg125	760124	760195	-	72	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg125.Pseudo(AGA).4	utg125	760235	760307	+	73	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	11	4	4	1	0	1	0	4	0	0	0
tRNAscan-SE.tRNA.utg125.Ser(AGA).11	utg125	760493	760564	+	72	1	1	1	2	4	0	1	1	1	1	4	2	2	1	0	1	1	4	5	4	1	0	4	3	2	5	0	0
tRNAscan-SE.tRNA.utg125.Ser(AGA).12	utg125	760750	760821	+	72	2	1	1	2	2	0	0	3	2	1	4	2	1	2	4	4	1	2	3	5	1	1	2	1	3	1	4	5
tRNAscan-SE.tRNA.utg125.Cys(ACA).15	utg125	765979	766053	-	75	4	11	6	5	9	1	8	4	6	6	16	6	15	5	4	10	6	9	11	13	25	6	8	5	19	16	7	10
tRNAscan-SE.tRNA.utg125.Cys(ACA).16	utg125	766238	766312	-	75	0	2	0	4	2	0	0	4	0	3	6	1	0	1	1	0	3	16	3	6	2	3	0	4	1	4	4	1
evm.TU.utg125.74	utg125;utg125	771684;778405	772098;778543	-;-	554	24	24	51	28	17	10	12	20	29	36	33	23	18	30	45	37	17	38	38	33	37	19	7	24	47	7	15	23
tRNAscan-SE.tRNA.utg125.Thr(GGT).1	utg125	772660	772732	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
evm.TU.utg125.75	utg125;utg125	787481;789944	787552;790417	+;+	546	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.76	utg125	796209	796598	-	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.77	utg125	796785	797120	-	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.78	utg125;utg125;utg125;utg125;utg125;utg125	800925;801157;801336;801487;801978;802617	801044;801225;801386;801784;802468;802940	+;+;+;+;+;+	1353	2	2	0	0	2	0	0	2	0	0	2	0	1	6	1	0	0	3	6	2	2	5	0	0	1	6	1	2
evm.TU.utg125.79	utg125;utg125;utg125	803017;803777;804623	803629;804512;805271	+;+;+	1998	2	0	7	20	14	0	0	7	6	2	1	2	5	0	6	4	4	44	4	20	4	20	12	0	9	5	15	5
evm.TU.utg125.80	utg125	821552	821806	+	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.81	utg125	830606	830995	-	390	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.82	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	842249;843216;843464;843720;843930;845223;845804;846993;847295	842555;843388;843631;843858;844170;845311;846055;847190;847431	+;+;+;+;+;+;+;+;+	1704	0	0	0	1	0	2	0	0	0	2	132	214	0	0	0	209	0	2	0	0	82	0	0	0	0	0	0	0
evm.TU.utg125.83	utg125	851210	851500	-	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.84	utg125;utg125	851742;851882	851766;852756	+;+	900	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.85	utg125	853078	853491	+	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.86	utg125;utg125	853665;855486	854001;855574	+;+	426	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.87	utg125	855695	856117	+	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.88	utg125;utg125;utg125;utg125;utg125;utg125	858751;859154;859362;859606;859772;860599	858909;859227;859453;859694;859917;860764	-;-;-;-;-;-	726	2	7	19	6	25	13	4	1	0	0	16	7	6	8	4	42	10	36	10	28	6	4	2	16	2	4	8	4
evm.TU.utg125.89	utg125;utg125	861097;862493	861865;864039	+;+	2316	28	30	20	50	124	19	17	28	12	16	31	47	15	20	19	52	24	36	24	28	4	11	19	48	22	51	8	20
evm.TU.utg125.90	utg125;utg125;utg125	864454;864942;866085	864863;865123;866176	-;-;-	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0
evm.TU.utg125.91	utg125	866768	867022	+	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.92	utg125;utg125;utg125	867134;868147;868611	867663;868434;868869	+;+;+	1077	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0
evm.TU.utg125.93	utg125	872863	873897	-	1035	4	6	8	4	4	1	0	4	2	6	0	0	4	4	2	4	10	12	10	10	0	4	2	1	4	12	4	2
evm.TU.utg125.94	utg125;utg125	873974;874901	874501;875279	-;-	907	0	1	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2
evm.TU.utg125.95	utg125	876024	876485	-	462	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0
evm.TU.utg125.96	utg125	886099	886566	-	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.97	utg125	887533	887814	-	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.98	utg125;utg125	887917;889263	888005;889437	-;-	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.99	utg125;utg125	889823;890438	890034;890687	+;+	462	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.100	utg125	902376	903881	+	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.101	utg125;utg125	903956;905498	904216;905578	-;-	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
evm.TU.utg125.102	utg125;utg125;utg125;utg125	907420;907547;908094;908384	907436;907673;908315;908848	+;+;+;+	831	131	141	184	204	338	3	238	168	131	183	3	65	155	291	97	74	169	271	344	181	0	30	220	1	336	424	90	102
evm.TU.utg125.103	utg125;utg125;utg125;utg125	909264;909552;910083;910436	909448;909662;910258;910662	-;-;-;-	699	31	23	47	66	43	13	36	61	56	46	4	47	23	43	45	44	46	109	51	76	0	19	38	13	76	109	20	30
evm.TU.utg125.104	utg125	921765	922097	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.105	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	926602;926958;927271;927787;928227;928782;929909;930088;930671	926791;927113;927341;928003;928363;929016;930016;930200;930718	+;+;+;+;+;+;+;+;+	1275	7	18	27	13	57	2	12	25	9	11	1	0	24	4	11	0	6	34	12	39	2	7	10	0	27	46	15	30
evm.TU.utg125.106	utg125	931943	932458	-	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.107	utg125;utg125	932596;933157	933054;933297	-;-	600	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
evm.TU.utg125.108	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	934966;936233;936573;936922;937104;937338;937811;938895;939195;939433;939620;940176;940450;940735	935880;936430;936664;937000;937231;937414;937923;939062;939317;939526;939729;940356;940667;940839	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2601	58	43	128	66	88	15	62	75	52	40	54	177	47	23	62	241	51	125	93	150	37	24	46	9	137	114	45	67
evm.TU.utg125.109	utg125;utg125;utg125	939921;941203;941363	941015;941244;942257	-;-;-	2032	186	202	384	332	362	66	198	257	284	300	541	1771	163	204	230	1353	340	711	486	498	323	150	144	161	411	344	179	233
evm.TU.utg125.110	utg125;utg125	946167;947104	946725;947264	+;+	720	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
evm.TU.utg125.111	utg125	964417	965111	+	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0
evm.TU.utg125.112	utg125	967968	968417	+	450	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
evm.TU.utg125.113	utg125;utg125	968543;968731	968635;968907	+;+	270	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0
evm.TU.utg125.114	utg125;utg125	969513;970027	969717;970241	+;+	420	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0
evm.TU.utg125.115	utg125;utg125;utg125;utg125;utg125	972887;974125;974632;975674;975966	973436;974315;975043;975878;976503	+;+;+;+;+	1896	6	0	0	6	0	0	2	3	3	0	0	6	0	0	2	13	5	7	1	0	2	0	6	5	0	10	2	3
tRNAscan-SE.tRNA.utg125.Ser(AGA).13	utg125	977459	977530	+	72	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0
evm.TU.utg125.116	utg125;utg125;utg125	977570;978799;980323	978401;979028;980720	+;+;+	1460	11	2	2	11	2	2	4	17	6	0	1	7	0	0	0	10	6	4	4	0	2	0	0	6	6	21	6	4
evm.TU.utg125.117	utg125	982885	983166	+	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.118	utg125;utg125	983193;983506	983271;983744	+;+	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.119	utg125	1000886	1002013	+	1128	0	1	2	0	0	2	0	2	0	1	0	0	1	2	0	0	0	2	4	22	0	0	0	2	2	2	0	2
evm.TU.utg125.120	utg125;utg125	1003276;1003734	1003491;1004921	+;+	1404	0	0	1	4	0	4	0	0	2	0	0	2	2	0	0	0	0	3	0	4	2	1	0	2	2	0	0	2
evm.TU.utg125.121	utg125;utg125	1008250;1008636	1008567;1008986	+;+	669	0	6	8	7	1	0	13	11	6	7	0	5	6	5	8	11	13	9	24	15	1	1	9	0	13	13	2	3
evm.TU.utg125.122	utg125	1018782	1020608	+	1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.125	utg125	1023749	1024066	+	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.126	utg125	1026891	1027363	+	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.127	utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125;utg125	1039409;1039689;1039827;1039963;1040249;1040698;1040817;1041039;1041249;1041455;1042018;1042372;1043708;1044236;1044866	1039431;1039714;1039874;1040010;1040276;1040732;1040885;1041104;1041314;1041554;1042077;1043359;1044057;1044400;1046477	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3684	310	298	569	503	840	75	225	790	473	277	88	907	536	411	458	879	650	953	573	1054	80	283	290	70	520	749	292	468
evm.TU.utg125.128	utg125;utg125	1047393;1047584	1047443;1048090	+;+	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.129	utg125;utg125	1051698;1053382	1053239;1055205	-;-	3366	12	46	36	24	28	61	10	29	10	12	22	6	24	11	13	10	34	87	18	68	10	22	10	62	49	26	10	24
tRNAscan-SE.tRNA.utg125.Trp(CCA).1	utg125	1069253	1069320	-	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
evm.TU.utg125.130	utg125	1075883	1076446	-	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.131	utg125	1080739	1081320	-	582	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg125.132	utg125;utg125;utg125;utg125;utg125;utg125;utg125	1083354;1083833;1084678;1085611;1086397;1087430;1087824	1083362;1084105;1084966;1085723;1086578;1087532;1087970	+;+;+;+;+;+;+	1116	526	652	886	848	692	364	473	684	505	712	801	782	434	601	625	714	577	1047	1041	1139	614	485	430	701	843	799	336	573
